METADATA

SEPARATOR COMMA
FIELD_LABELS,Class,Order,Family,Subfamily,Genus,Species,Virus name(s)
NC_027621,Caudoviricetes,,,,Pahexavirus,Pahexavirus wizzo,Propionibacterium phage Wizzo
NC_011357,Caudoviricetes,,,,Pankowvirus,Pankowvirus pv1717,Stx2-converting phage 1717
NC_049943,Caudoviricetes,,,,Pankowvirus,Pankowvirus pv2851,Enterobacteria phage 2851
NC_049945,Caudoviricetes,,,,Pankowvirus,Pankowvirus WGPS6,Stx2-converting phage Stx2a_WGPS6
NC_049944,Caudoviricetes,,,,Pankowvirus,Pankowvirus WGPS8,Stx2-converting phage Stx2a_WGPS8
NC_011356,Caudoviricetes,,,,Pankowvirus,Pankowvirus YYZ2008,Enterobacteria phage YYZ-2008
NC_022053,Caudoviricetes,,,,Papyrusvirus,Papyrusvirus papyrus,Mycobacterium phage Papyrus
NC_042033,Caudoviricetes,,,,Papyrusvirus,Papyrusvirus send513,Mycobacterium phage Send513
NC_048758,Caudoviricetes,,,,Parlovirus,Parlovirus parlo,Serratia phage Parlo
NC_023691,Caudoviricetes,,,,Patiencevirus,Patiencevirus patience,Mycobacterium phage Patience
NC_016767,Caudoviricetes,,,,Pavtokvirus,Pavtokvirus PEp14,Erwinia phage PEp14
NC_026600,Caudoviricetes,,,,Pbunavirus,Pbunavirus Ab28,Pseudomonas phage vB_PaeM_C1-14_Ab28
NC_050150,Caudoviricetes,,,,Pbunavirus,Pbunavirus antinowhere,Pseudomonas phage antinowhere
NC_048675,Caudoviricetes,,,,Pbunavirus,Pbunavirus BrSP1,Pseudomonas phage BrSP1
NC_050151,Caudoviricetes,,,,Pbunavirus,Pbunavirus crassa,Pseudomonas phage crassa
NC_050143,Caudoviricetes,,,,Pbunavirus,Pbunavirus datas,Pseudomonas phage datas
NC_028745,Caudoviricetes,,,,Pbunavirus,Pbunavirus DL60,Pseudomonas phage DL60
NC_041870,Caudoviricetes,,,,Pbunavirus,Pbunavirus DP1,Pseudomonas phage vB_PaeM_CEB_DP1
NC_042080,Caudoviricetes,,,,Pbunavirus,Pbunavirus E215,Pseudomonas phage vB_PaeM_E215
NC_042079,Caudoviricetes,,,,Pbunavirus,Pbunavirus E217,Pseudomonas phage vB_PaeM_E217
NC_050146,Caudoviricetes,,,,Pbunavirus,Pbunavirus Epa7,Pseudomonas phage Epa7
NC_050144,Caudoviricetes,,,,Pbunavirus,Pbunavirus Epa14,Pseudomonas phage Epa14
NC_048744,Caudoviricetes,,,,Pbunavirus,Pbunavirus EPa61,Pseudomonas phage EPa61
NC_007810,Caudoviricetes,,,,Pbunavirus,Pbunavirus F8,Pseudomonas phage F8
NC_019935,Caudoviricetes,,,,Pbunavirus,Pbunavirus KPP12,Pseudomonas phage KPP12
NC_041865,Caudoviricetes,,,,Pbunavirus,Pbunavirus KTN6,Pseudomonas phage phiKTN6
NC_011165,Caudoviricetes,,,,Pbunavirus,Pbunavirus LBL3,Pseudomonas phage LBL3
NC_011166,Caudoviricetes,,,,Pbunavirus,Pbunavirus LMA2,Pseudomonas phage LMA2
NC_048699,Caudoviricetes,,,,Pbunavirus,Pbunavirus LS1,Pseudomonas phage vB_PaeM_LS1
NC_048626,Caudoviricetes,,,,Pbunavirus,Pbunavirus PA01,Pseudomonas phage PA01
NC_041902,Caudoviricetes,,,,Pbunavirus,Pbunavirus PA5,Pseudomonas phage PA5
NC_050148,Caudoviricetes,,,,Pbunavirus,Pbunavirus Pa193,Pseudomonas virus Pa193
NC_048806,Caudoviricetes,,,,Pbunavirus,Pbunavirus PA8P1,Pseudomonas phage PA8P1
NC_050145,Caudoviricetes,,,,Pbunavirus,Pbunavirus PaGU11,Pseudomonas phage PaGU11
NC_011810,Caudoviricetes,,,,Pbunavirus,Pbunavirus PB1,Pseudomonas phage PB1
NC_028939,Caudoviricetes,,,,Pbunavirus,Pbunavirus PS44,Pseudomonas phage vB_Pae_PS44
NC_011703,Caudoviricetes,,,,Pbunavirus,Pbunavirus pv141,Pseudomonas phage 14-1
NC_048662,Caudoviricetes,,,,Pbunavirus,Pbunavirus R12,Pseudomonas phage R12
NC_048663,Caudoviricetes,,,,Pbunavirus,Pbunavirus R26,Pseudomonas phage R26
NC_048745,Caudoviricetes,,,,Pbunavirus,Pbunavirus S1,Pseudomonas phage vB_PaeM_SCUT-S1
NC_048676,Caudoviricetes,,,,Pbunavirus,Pbunavirus SL1,Pseudomonas phage SL1
NC_011756,Caudoviricetes,,,,Pbunavirus,Pbunavirus SN,Pseudomonas phage SN
NC_050149,Caudoviricetes,,,,Pbunavirus,Pbunavirus USP1,Pseudomonas phage vB_PaeM_USP_1
NC_028971,Caudoviricetes,,,,Pbunavirus,Pseudomonas virus DL68,Pseudomonas phage DL68
NC_017674,Caudoviricetes,,,,Pbunavirus,Pseudomonas virus JG024,Pseudomonas phage JG024
NC_019451,Caudoviricetes,,,,Pbunavirus,Pseudomonas virus NH4,Pseudomonas phage NH-4
NC_020883,Caudoviricetes,,,,Pemunavirus,Pemunavirus PM1,Bacillus phage PM1
NC_023735,Caudoviricetes,,,,Pepyhexavirus,Pepyhexavirus pepy6,Rhodococcus phage ReqiPepy6
NC_023694,Caudoviricetes,,,,Pepyhexavirus,Pepyhexavirus poco6,Rhodococcus phage ReqiPoco6
NC_019447,Caudoviricetes,,,,Perisivirus,Perisivirus Pr,Brucella phage Pr
NC_019446,Caudoviricetes,,,,Perisivirus,Perisivirus Tb,Brucella phage Tb
NC_047861,Caudoviricetes,,,,Phabquatrovirus,Phabquatrovirus PHB04,Bordetella phage vB_BbrM_PHB04
NC_054784,Caudoviricetes,,,,Pharaohvirus,Pharaohvirus pharaoh,Mycobacterium phage Pharaoh
NC_054787,Caudoviricetes,,,,Pharaohvirus,Pharaohvirus steamy,Mycobacterium phage Steamy
NC_013646,Caudoviricetes,,,,Phifelvirus,Phifelvirus FL1,Enterococcus phage phiFL1A
NC_013643,Caudoviricetes,,,,Phifelvirus,Phifelvirus FL2,Enterococcus phage phiFL2A
NC_013648,Caudoviricetes,,,,Phifelvirus,Phifelvirus FL3,Enterococcus phage phiFL3A
NC_028662,Caudoviricetes,,,,Phleivirus,Phleivirus Phlei,Mycobacterium phage Phlei
NC_054727,Caudoviricetes,,,,Phrappuccinovirus,Phreappuccinovirus Phrappuccino,Mycobacterium phage Phrappuccino
NC_047794,Caudoviricetes,,,,Picardvirus,Picardvirus picard,Streptomyces phage Picard
NC_042119,Caudoviricetes,,,,Pikminvirus,Pikminvirus pikmin,Microbacterium phage Pikmin
NC_031069,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus pv9871,Streptococcus virus 9871
NC_031094,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus pv9872,Streptococcus virus 9872
NC_031023,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus pv9874,Streptococcus virus 9874
NC_041880,Caudoviricetes,,,,Plaisancevirus,Plaisancevirus PMW,Pseudomonas phage phiPMW
NC_048769,Caudoviricetes,,,,Plateaulakevirus,Plateaulakevirus pv2L372D,Aeromonas phage 2L372D
NC_048770,Caudoviricetes,,,,Plateaulakevirus,Plateaulakevirus pv2L372X,Aeromonas phage 2L372X
NC_048771,Caudoviricetes,,,,Plateaulakevirus,Plateaulakevirus pv4L372D,Aeromonas phage 4L372D
NC_048772,Caudoviricetes,,,,Plateaulakevirus,Plateaulakevirus pv4L372XY,Aeromonas phage 4L372XY
NC_031036,Caudoviricetes,,,,Pleeduovirus,Pleeduovirus PLE2,Lactobacillus phage PLE2
NC_028783,Caudoviricetes,,,,Pleetrevirus,Pleetrevirus iLp84,Lactobacillus phage iLp84
NC_031125,Caudoviricetes,,,,Pleetrevirus,Pleetrevirus PLE3,Lactobacillus phage PLE3
NC_042013,Caudoviricetes,,,,Polybotosvirus,Polybotosvirus Atuph07,Agrobacterium phage Atu_ph07
NC_019527,Caudoviricetes,,,,Popoffvirus,Popoffvirus pv56,Aeromonas phage vB_AsaM-56
NC_042139,Caudoviricetes,,,,Poushouvirus,Poushouvirus Poushou,Corynebacterium phage Poushou
NC_011039,Caudoviricetes,,,,Predatorvirus,Predatorvirus predator,Mycobacterium phage Predator
NC_021539,Caudoviricetes,,,,Psavirus,Psavirus LP302,Listeria phage LP-030-2
NC_003291,Caudoviricetes,,,,Psavirus,Psavirus PSA,Listeria phage PSA
NC_031279,Caudoviricetes,,,,Pukovnikvirus,Pukovnikvirus bactobuster,Mycobacterium phage Bactobuster
NC_054814,Caudoviricetes,,,,Pukovnikvirus,Pukovnikvirus ironman,Mycobacterium phage IronMan
NC_054815,Caudoviricetes,,,,Pukovnikvirus,Pukovnikvirus phaded,Mycobacterium phage Phaded
NC_011023,Caudoviricetes,,,,Pukovnikvirus,Pukovnikvirus pukovnik,Mycobacterium phage Pukovnik
NC_031076,Caudoviricetes,,,,Pulverervirus,Pulverervirus PFR1,Propionibacterium phage PFR1
NC_005856,Caudoviricetes,,,,Punavirus,Punavirus P1,Escherichia phage P1
NC_042128,Caudoviricetes,,,,Punavirus,Punavirus RCS47,Escherichia phage RCS47
NC_031129,Caudoviricetes,,,,Punavirus,Punavirus SJ46,Salmonella phage SJ46
NC_054723,Caudoviricetes,,,,Puppervirus,Puppervirus Pupper,Gordonia phage Pupper
NC_047839,Caudoviricetes,,,,Qingdaovirus,Qingdaovirus J21,Pseudoalteromonas phage J2-1
NC_008364,Caudoviricetes,,,,Questintvirus,Questintvirus Q54,Lactococcus phage Q54
NC_049953,Caudoviricetes,,,,Radostvirus,Radostvirus ev099,Escherichia phage ev099
NC_054955,Caudoviricetes,,,,Rahariannevirus,Rahariannevirus raharianne,Ralstonia phage Raharianne
NC_048072,Caudoviricetes,,,,Raleighvirus,Raleighvirus darolandstone,Streptomyces phage Darolandstone
NC_047795,Caudoviricetes,,,,Raleighvirus,Raleighvirus raleigh,Streptomyces phage Raleigh
NC_005357,Caudoviricetes,,,,Rauchvirus,Rauchvirus BPP1,Bordetella phage BPP-1
NC_048756,Caudoviricetes,,,,Ravarandavirus,Ravarandavirus kac65v151,Nodularia phage vB_NspS-kac65v151
NC_048757,Caudoviricetes,,,,Ravarandavirus,Ravarandavirus kac68v161,Nodularia phage vB_NspS-kac68v161
NC_048637,Caudoviricetes,,,,Ravarandavirus,Ravarandavirus rv2AV2,Nodularia phage vB_NpeS-2AV2
NC_001901,Caudoviricetes,,,,Ravinvirus,Ravinvirus N15,Escherichia phage N15
NC_054785,Caudoviricetes,,,,Refugevirus,Refugevirus darthphader,Mycobacterium phage DarthPhader
NC_054786,Caudoviricetes,,,,Refugevirus,Refugevirus refuge,Mycobacterium phage Refuge
NC_048669,Caudoviricetes,,,,Rerduovirus,Rerduovirus hiro,Rhodococcus phage Hiro
NC_054762,Caudoviricetes,,,,Rerduovirus,Rerduovirus phailmary,Rhodococcus phage PhailMary
NC_016653,Caudoviricetes,,,,Rerduovirus,Rerduovirus RER2,Rhodococcus phage RER2
NC_016650,Caudoviricetes,,,,Rerduovirus,Rerduovirus RGL3,Rhodococcus phage RGL3
NC_048708,Caudoviricetes,,,,Rerduovirus,Rerduovirus takoda,Rhodococcus phage Takoda
NC_023566,Caudoviricetes,,,,Rigallicvirus,Rigallicvirus P106B,Rhizobium phage vB_RglS_P106B
NC_042016,Caudoviricetes,,,,Rimavirus,Rimavirus drgrey,Streptomyces phage DrGrey
NC_041889,Caudoviricetes,,,,Rimavirus,Rimavirus rima,Streptomyces phage Rima
NC_008722,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus CNPH82,Staphylococcus phage CNPH82
NC_031241,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus CNPx,Staphylococcus phage CNPx
NC_055036,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus IME134801,Staphylococcus phage IME1348_01
NC_018281,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus IPLA5,Staphylococcus phage vB_SepiS-phiIPLA5
NC_018284,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus IPLA7,Staphylococcus phage vB_SepiS-phiIPLA7
NC_008723,Caudoviricetes,,,,Rockefellervirus,Rockefellervirus PH15,Staphylococcus phage PH15
NC_029008,Caudoviricetes,,,,Rockvillevirus,Rockvillevirus phi4J1,Bacillus phage phi4J1
NC_047977,Caudoviricetes,,,,Rogerhendrixvirus,Rogerhendrixvirus hendrix,Microbacterium phage Hendrix
NC_048027,Caudoviricetes,,,,Ronaldovirus,Ronaldovirus fryberger,Gordonia phage Fryberger
NC_048028,Caudoviricetes,,,,Ronaldovirus,Ronaldovirus ronaldo,Gordonia phage Ronaldo
NC_054433,Caudoviricetes,,,,Rosariovirus,Rosariovirus Weirdo19ES,Mycobacterium phage Weirdo19
NC_048864,Caudoviricetes,,,,Rosemountvirus,Rosemountvirus birk,Salmonella phage birk
NC_031250,Caudoviricetes,,,,Rosemountvirus,Rosemountvirus BP63,Salmonella phage BP63
NC_048763,Caudoviricetes,,,,Rosemountvirus,Rosemountvirus SE13,Salmonella phage SE13
NC_048649,Caudoviricetes,,,,Rosemountvirus,Rosemountvirus UPFBP2,Salmonella phage UPF_BP2
NC_048863,Caudoviricetes,,,,Rosemountvirus,Rosemountvirus yarpen,Salmonella phage yarpen
NC_042037,Caudoviricetes,,,,Roufvirus,Roufvirus pIS4A,Aeromonas phage pIS4-A
NC_047906,Caudoviricetes,,,,Rowavirus,Rowavirus rowa,Streptomyces phage Rowa
NC_053172,Caudoviricetes,,,,Ruthyvirus,Ruthyvirus dumpsterdude,Gordonia phage DumpsterDude
NC_048019,Caudoviricetes,,,,Ruthyvirus,Ruthyvirus ruthy,Gordonia phage Ruthy
NC_005887,Caudoviricetes,,,,Ryyoungvirus,Ryyoungvirus bcepC6B,Burkholderia phage BcepC6B
NC_048080,Caudoviricetes,,,,Saclayvirus,Saclayvirus Aci05,Acinetobacter phage vB_AbaM_B09_Aci05
NC_048074,Caudoviricetes,,,,Saclayvirus,Saclayvirus Aci011,Acinetobacter phage vB_AbaM_B09_Aci01-1
NC_048075,Caudoviricetes,,,,Saclayvirus,Saclayvirus Aci022,Acinetobacter phage vB_AbaM_B09_Aci02-2
NC_054792,Caudoviricetes,,,,Sagamiharavirus,Sagamiharavirus PP,Mycobacterium phage PP
NC_048892,Caudoviricetes,,,,Saintgironsvirus,Saintgironsvirus LE1,Leptospira phage LE1
NC_048077,Caudoviricetes,,,,Salmondvirus,Salmondvirus JA11,Dickeya phage vB_DsoM_JA11
NC_048053,Caudoviricetes,,,,Salmondvirus,Salmondvirus JA29,Dickeya phage vB_DsoM_JA29
NC_031918,Caudoviricetes,,,,Saltrevirus,Saltrevirus sv64795sal3,Salmonella phage 64795_sal3
NC_041877,Caudoviricetes,,,,Samunavirus,Samunavirus SM1,Pseudomonas phage SM1
NC_048791,Caudoviricetes,,,,Samwavirus,Samwavirus adelaide,Corynebacterium phage Adelaide
NC_048787,Caudoviricetes,,,,Samwavirus,Samwavirus dina,Corynebacterium phage Dina
NC_048069,Caudoviricetes,,,,Samwavirus,Samwavirus samW,Corynebacterium phage SamW
NC_048780,Caudoviricetes,,,,Samwavirus,Samwavirus StAB,Corynebacterium phage StAB
NC_048789,Caudoviricetes,,,,Samwavirus,Samwavirus stiles,Corynebacterium phage Stiles
NC_056724,Caudoviricetes,,,,Sandinevirus,Sandinevirus BK5T,Lactococcus phage BK5-T
NC_047756,Caudoviricetes,,,,Sansavirus,Caulobacter virus Sansa,Caulobacter phage Sansa
NC_023607,Caudoviricetes,,,,Santafevirus,Santafevirus sf40AC,Mycobacterium phage 40AC
NC_018086,Caudoviricetes,,,,Saphexavirus,Saphexavirus BC611,Enterococcus phage BC611
NC_041959,Caudoviricetes,,,,Saphexavirus,Saphexavirus IMEEF1,Enterococcus phage IME-EF1
NC_041960,Caudoviricetes,,,,Saphexavirus,Saphexavirus SAP6,Enterococcus phage SAP6
NC_021868,Caudoviricetes,,,,Saphexavirus,Saphexavirus SPQS1,Streptococcus phage SP-QS1
NC_041861,Caudoviricetes,,,,Saphexavirus,Saphexavirus VD13,Enterococcus phage VD13
NC_049850,Caudoviricetes,,,,Sarumanvirus,Sarumanvirus bcepsaruman,Burkholderia phage BcepSaruman
NC_049851,Caudoviricetes,,,,Sarumanvirus,Sarumanvirus bcepsauron,Burkholderia phage BcepSauron
NC_014229,Caudoviricetes,,,,Sasdunavirus,Sasdunavirus SASD1,Streptomyces phage phiSASD1
NC_047786,Caudoviricetes,,,,Sashavirus,Sashavirus sasha,Salmonella phage vB_SenS_Sasha
NC_047880,Caudoviricetes,,,,Sasquatchvirus,Sasquatchvirus Y3,Erwinia phage vB_EamM_Y3
NC_009799,Caudoviricetes,,,,Sasvirus,Sasvirus BFK20,Corynebacterium phage BFK20
NC_049941,Caudoviricetes,,,,Sawaravirus,Sawaravirus WGPS2,Stx2-converting phage Stx2a_WGPS2
NC_042042,Caudoviricetes,,,,Scapunavirus,Scapunavirus scap1,Streptomyces phage Scap1
NC_019928,Caudoviricetes,,,,Schmidvirus,Schmidvirus KHP30,Helicobacter phage KHP30
NC_019931,Caudoviricetes,,,,Schmidvirus,Schmidvirus KHP40,Helicobacter phage KHP40
NC_019512,Caudoviricetes,,,,Schmidvirus,Schmidvirus sv1961P,Helicobacter phage 1961P
NC_019519,Caudoviricetes,,,,Schmittlotzvirus,Schmittlotzvirus sv771,Agrobacterium phage 7-7-1
NC_031255,Caudoviricetes,,,,Schnabeltiervirus,Schnabeltiervirus schnabeltier,Gordonia phage Schnabeltier
NC_048144,Caudoviricetes,,,,Schubertvirus,Schubertvirus schubert,Microbacterium phage Schubert
NC_054640,Caudoviricetes,,,,Segzyvirus,Segzyvirus segz1,Salmonella phage Segz_1
NC_000935,Caudoviricetes,,,,Sendosyvirus,Sendosyvirus APSE1,Hamiltonella phage APSE-1
NC_011551,Caudoviricetes,,,,Sendosyvirus,Sendosyvirus APSE2,Bacteriophage APSE-2
NC_055037,Caudoviricetes,,,,Seongbukvirus,Seongbukvirus MH1,Leuconostoc phage phiMH1
NC_010821,Caudoviricetes,,,,Serwervirus,Serwervirus 201phi21,Pseudomonas phage 201phi2-1
NC_047757,Caudoviricetes,,,,Seussvirus,Seussvirus seuss,Caulobacter phage Seuss
NC_023582,Caudoviricetes,,,,Sextaecvirus,Sextaecvirus SEP9,Staphylococcus phage vB_SepS_SEP9
NC_024355,Caudoviricetes,,,,Sextaecvirus,Sextaecvirus sextaec,Staphylococcus phage 6ec
NC_028807,Caudoviricetes,,,,Sfunavirus,Sfunavirus SF1,Streptomyces phage SF1
NC_029094,Caudoviricetes,,,,Shandongvirus,Shandongvirus H101,Pseudoalteromonas phage H101
NC_028914,Caudoviricetes,,,,Sheenvirus,Sheenvirus Sheen,Mycobacterium phage Sheen
NC_028838,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus CD506,Clostridium phage phiCD506
NC_028951,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus CD4811,Clostridium phage phiCD481-1
NC_029001,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus CDHM11,Clostridium phage phiCDHM11
NC_029116,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus CDHM13,Clostridium phage phiCDHM13
NC_048665,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus CDHM14,Clostridium phage phiCDHM14
NC_019422,Caudoviricetes,,,,Sherbrookevirus,Sherbrookevirus MMP04,Clostridium phage phiMMP04
NC_049340,Caudoviricetes,,,,Shirahamavirus,Shirahamavirus PTm1,Tenacibaculum phage PTm1
NC_031924,Caudoviricetes,,,,Shuimuvirus,Shuimuvirus IME207,Salmonella phage IME207
NC_028952,Caudoviricetes,,,,Siftrevirus,Siftrevirus SF3,Streptomyces phage SF3
NC_048112,Caudoviricetes,,,,Skarprettervirus,Skarprettervirus skarpretter,Escherichia phage Skarpretter
NC_054646,Caudoviricetes,,,,Skatevirus,Skatevirus BS5,Salmonella phage VB_StyS_BS5
NC_054641,Caudoviricetes,,,,Skatevirus,Skatevirus KFSSE2,Salmonella virus KFS-SE2
NC_054645,Caudoviricetes,,,,Skatevirus,Skatevirus LPST10,Salmonella phage LPST10
NC_054643,Caudoviricetes,,,,Skatevirus,Skatevirus SeSz2,Salmonella phage SeSz-2
NC_054642,Caudoviricetes,,,,Skatevirus,Skatevirus Seszw1,Salmonella phage Seszw_1
NC_054639,Caudoviricetes,,,,Skatevirus,Skatevirus skate,Salmonella phage Skate
NC_054644,Caudoviricetes,,,,Skatevirus,Skatevirus VSt472,Salmonella virus VSt472
NC_054725,Caudoviricetes,,,,Skogvirus,Skogvirus Skog,Gordonia phage Skog
NC_049354,Caudoviricetes,,,,Skunavirus,Skunavirus A16,Lactococcus phage 936 group phage PhiA.16
NC_017688,Caudoviricetes,,,,Skunavirus,Skunavirus ASCC191,Lactococcus phage ASCC191
NC_017695,Caudoviricetes,,,,Skunavirus,Skunavirus ASCC273,Lactococcus phage ASCC273
NC_017702,Caudoviricetes,,,,Skunavirus,Skunavirus ASCC281,Lactococcus phage ASCC281
NC_017698,Caudoviricetes,,,,Skunavirus,Skunavirus ASCC465,Lactococcus phage ASCC465
NC_017696,Caudoviricetes,,,,Skunavirus,Skunavirus ASCC532,Lactococcus phage ASCC532
NC_049355,Caudoviricetes,,,,Skunavirus,Skunavirus B1127,Lactococcus phage 936 group phage PhiB1127
NC_011046,Caudoviricetes,,,,Skunavirus,Skunavirus bibb29,Lactococcus phage bIBB29
NC_049425,Caudoviricetes,,,,Skunavirus,Skunavirus bIBB5g1,Lactococcus phage vB_Llc_bIBB5g1
NC_049426,Caudoviricetes,,,,Skunavirus,Skunavirus bIBBF12,Lactococcus phage vB_Llc_bIBBF12
NC_001909,Caudoviricetes,,,,Skunavirus,Skunavirus bIL170,Lactococcus phage bIL170
NC_049351,Caudoviricetes,,,,Skunavirus,Skunavirus caseusJM1,Lactococcus phage CaseusJM1
NC_013155,Caudoviricetes,,,,Skunavirus,Skunavirus CB13,Lactococcus phage CB13
NC_013152,Caudoviricetes,,,,Skunavirus,Skunavirus CB14,Lactococcus phage CB14
NC_013153,Caudoviricetes,,,,Skunavirus,Skunavirus CB19,Lactococcus phage CB19
NC_049483,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC52,Lactococcus phage CHPC52
NC_049480,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC129,Lactococcus phage CHPC129
NC_049481,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC361,Lactococcus phage CHPC361
NC_049482,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC362,Lactococcus phage CHPC362
NC_049484,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC781,Lactococcus phage CHPC781
NC_049485,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC958,Lactococcus phage CHPC958
NC_049486,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC959,Lactococcus phage CHPC959
NC_049487,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC964,Lactococcus phage CHPC964
NC_049488,Caudoviricetes,,,,Skunavirus,Skunavirus CHPC965,Lactococcus phage CHPC965
NC_049367,Caudoviricetes,,,,Skunavirus,Skunavirus E1127,Lactococcus phage 936 group phage PhiE1127
NC_049358,Caudoviricetes,,,,Skunavirus,Skunavirus F0139,Lactococcus phage 936 group phage PhiF0139
NC_049347,Caudoviricetes,,,,Skunavirus,Skunavirus fd13,Lactococcus phage fd13
NC_049375,Caudoviricetes,,,,Skunavirus,Skunavirus i0139,Lactococcus phage i0139
NC_049365,Caudoviricetes,,,,Skunavirus,Skunavirus JF1,Lactococcus phage 936 group phage PhiJF1
NC_021860,Caudoviricetes,,,,Skunavirus,Skunavirus jm2,Lactococcus phage jm2
NC_021854,Caudoviricetes,,,,Skunavirus,Skunavirus jm3,Lactococcus phage jm3
NC_049361,Caudoviricetes,,,,Skunavirus,Skunavirus L6,Lactococcus phage 936 group phage PhiL.6
NC_049359,Caudoviricetes,,,,Skunavirus,Skunavirus L18,Lactococcus phage 936 group phage PhiL.18
NC_049369,Caudoviricetes,,,,Skunavirus,Skunavirus Lj,Lactococcus phage 936 group phage PhiLj
NC_049422,Caudoviricetes,,,,Skunavirus,Skunavirus LP0209,Lactococcus phage LP0209
NC_049423,Caudoviricetes,,,,Skunavirus,Skunavirus LP0903,Lactococcus phage LP0903
NC_049416,Caudoviricetes,,,,Skunavirus,Skunavirus LP8511,Lactococcus phage LP8511
NC_049417,Caudoviricetes,,,,Skunavirus,Skunavirus LP9207,Lactococcus phage LP9207
NC_049418,Caudoviricetes,,,,Skunavirus,Skunavirus LP9404,Lactococcus phage LP9404
NC_049419,Caudoviricetes,,,,Skunavirus,Skunavirus LP9609,Lactococcus phage LP9609
NC_049420,Caudoviricetes,,,,Skunavirus,Skunavirus LP9903,Lactococcus phage LP9903
NC_049421,Caudoviricetes,,,,Skunavirus,Skunavirus LP9908,Lactococcus phage LP9908
NC_049424,Caudoviricetes,,,,Skunavirus,Skunavirus LP1502a,Lactococcus phage LP1502a
NC_049368,Caudoviricetes,,,,Skunavirus,Skunavirus M1127,Lactococcus phage 936 group phage PhiM1127
NC_049434,Caudoviricetes,,,,Skunavirus,Skunavirus MP1,Lactococcus phage MP1
NC_049447,Caudoviricetes,,,,Skunavirus,Skunavirus MV10L,Lactococcus phage MV10L
NC_008363,Caudoviricetes,,,,Skunavirus,Skunavirus P008,Lactococcus phage P008
NC_049348,Caudoviricetes,,,,Skunavirus,Skunavirus p272,Lactococcus lactis phage p272
NC_049349,Caudoviricetes,,,,Skunavirus,Skunavirus P475,Lactococcus lactis phage P475
NC_049475,Caudoviricetes,,,,Skunavirus,Skunavirus P656,Lactococcus phage P656
NC_021852,Caudoviricetes,,,,Skunavirus,Skunavirus P680,Lactococcus phage P680
NC_049474,Caudoviricetes,,,,Skunavirus,Skunavirus P1532,Lactococcus phage P1532
NC_049476,Caudoviricetes,,,,Skunavirus,Skunavirus P4565,Lactococcus phage P4565
NC_049381,Caudoviricetes,,,,Skunavirus,Skunavirus R31,Lactococcus phage R31
NC_049370,Caudoviricetes,,,,Skunavirus,Skunavirus S0139,Lactococcus phage 936 group phage PhiS0139
NC_001835,Caudoviricetes,,,,Skunavirus,Skunavirus sk1,Lactococcus phage sk1
NC_028900,Caudoviricetes,,,,Skunavirus,Skunavirus Sl4,Lactococcus phage SL4
NC_021855,Caudoviricetes,,,,Skunavirus,Skunavirus sv7,Lactococcus phage phi7
NC_049352,Caudoviricetes,,,,Skunavirus,Skunavirus sv15,Lactococcus phage phi15
NC_049362,Caudoviricetes,,,,Skunavirus,Skunavirus sv42,Lactococcus phage 936 group phage Phi4.2
NC_049363,Caudoviricetes,,,,Skunavirus,Skunavirus sv44,Lactococcus phage 936 group phage Phi44
NC_049360,Caudoviricetes,,,,Skunavirus,Skunavirus sv109,Lactococcus phage 936 group phage Phi109
NC_049353,Caudoviricetes,,,,Skunavirus,Skunavirus sv145,Lactococcus phage phi145
NC_049366,Caudoviricetes,,,,Skunavirus,Skunavirus sv155,Lactococcus phage 936 group phage Phi155
NC_049356,Caudoviricetes,,,,Skunavirus,Skunavirus sv193,Lactococcus phage 936 group phage Phi19.3
NC_021853,Caudoviricetes,,,,Skunavirus,Skunavirus sv340,Lactococcus phage 340
NC_049357,Caudoviricetes,,,,Skunavirus,Skunavirus sv512,Lactococcus phage 936 group phage Phi5.12
NC_008370,Caudoviricetes,,,,Skunavirus,Skunavirus sv712,Lactococcus phage 712
NC_049346,Caudoviricetes,,,,Skunavirus,Skunavirus sv936,Lactococcus phage 936
NC_049397,Caudoviricetes,,,,Skunavirus,Skunavirus sv05601,Lactococcus phage 05601
NC_049398,Caudoviricetes,,,,Skunavirus,Skunavirus sv16802,Lactococcus phage 16802
