LABELS
SEPARATOR COMMA

DATA
NC_021317,NC_021317_Jerseyvirus L13
NC_055784,NC_055784_Electravirus Sbp1
NC_055823,NC_055823_Exceevirus Xc38
NC_049469,NC_049469_Huelvavirus ort11
NC_048697,NC_048697_Littlefixvirus littlefix
NC_048124,NC_048124_Mukerjeevirus mv48B1
NC_048122,NC_048122_Mukerjeevirus mv51A6
NC_048125,NC_048125_Mukerjeevirus mv51A7
NC_048121,NC_048121_Mukerjeevirus mv52B1
NC_055840,NC_055840_Oliverunavirus OLIVR1
NC_028799,NC_028799_Pacinivirus phi1
NC_049350,NC_049350_Pacinivirus VCO139
NC_055735,NC_055735_Pariacacavirus 1238A
NC_055736,NC_055736_Pariacacavirus 1245O
NC_055824,NC_055824_Penintadodekavirus 5012
NC_070868,NC_070868_Pokkenvirus piffle
NC_049463,NC_049463_Pokkenvirus pokken
NC_023581,NC_023581_Presleyvirus presley
NC_048703,NC_048703_Riverridervirus riverrider
NC_048003,NC_048003_Shizishanvirus phCDa
NC_055921,NC_055921_Triduovirus Tr2
NC_055717,NC_055717_Vicoquintavirus Pvco5
NC_019514,NC_019514_Waedenswilvirus S6
NC_048638,NC_048638_Zicotriavirus ZC03
NC_048639,NC_048639_Zicotriavirus ZC08
NC_049456,NC_049456_Zurivirus zuri
NC_048724,NC_048724_Streptomyces virus Karimac
NC_048723,NC_048723_Streptomyces virus LukeCage
NC_048721,NC_048721_Streptomyces virus StarPlatinum
NC_048722,NC_048722_Streptomyces virus Wollford
NC_048730,NC_048730_Streptomyces virus Yaboi
NC_055842,NC_055842_Samistivirus bmoc
NC_055813,NC_055813_Samistivirus braelyn
NC_055822,NC_055822_Samistivirus daubenski
NC_055791,NC_055791_Samistivirus egole
NC_055809,NC_055809_Samistivirus evy
NC_029098,NC_029098_Samistivirus jay2jay
NC_042008,NC_042008_Samistivirus mildred21
NC_042009,NC_042009_Samistivirus nootnoot
NC_042010,NC_042010_Samistivirus paradiddles
NC_042011,NC_042011_Samistivirus peebs
NC_042012,NC_042012_Samistivirus samisti12
NC_048719,NC_048719_Annadreamyvirus annadreamy
NC_048720,NC_048720_Annadreamyvirus blueeyedbeauty
NC_048728,NC_048728_Gilsonvirus comrade
NC_048742,NC_048742_Gilsonvirus gilson
NC_042105,NC_042105_Wilnyevirus billnye
NC_048674,NC_048674_Ceceduovirus assw
NC_048673,NC_048673_Ceceduovirus aszj
NC_019538,NC_019538_Ceceduovirus cc2
NC_015251,NC_015251_Ishigurovirus osborne
NC_055782,NC_055782_Dhakavirus anyang
NC_019500,NC_019500_Dhakavirus bp7
NC_055783,NC_055783_Dhakavirus ecom005
NC_014260,NC_014260_Dhakavirus ime08
NC_055740,NC_055740_Dhakavirus ime281
NC_055742,NC_055742_Dhakavirus ime348
NC_012741,NC_012741_Dhakavirus JS10
NC_010105,NC_010105_Dhakavirus JS98
NC_031934,NC_031934_Dhakavirus mx01
NC_028847,NC_028847_Dhakavirus ql01
NC_028881,NC_028881_Dhakavirus vr5
NC_031928,NC_031928_Dhakavirus wg01
NC_014595,NC_014595_Gaprivervirus sp18
NC_014792,NC_014792_Gaprivervirus vr7
NC_028894,NC_028894_Gaprivervirus vr20
NC_028925,NC_028925_Gaprivervirus vr25
NC_028957,NC_028957_Gaprivervirus vr26
NC_031065,NC_031065_Gelderlandvirus cgg41
NC_042044,NC_042044_Gelderlandvirus melville
NC_020416,NC_020416_Gelderlandvirus s16
NC_027344,NC_027344_Gelderlandvirus stml198
NC_026607,NC_026607_Gelderlandvirus stp4a
NC_028686,NC_028686_Jiaodavirus jd18
NC_055768,NC_055768_Jiaodavirus kp179
NC_055715,NC_055715_Jiaodavirus kppv15
NC_031087,NC_031087_Jiaodavirus kpv477
NC_055748,NC_055748_Jiaodavirus mineola
NC_031095,NC_031095_Jiaodavirus pko111
NC_055721,NC_055721_Kagamiyamavirus ecs1
NC_048849,NC_048849_Kanagawavirus cipnine
NC_028683,NC_028683_Kanagawavirus pei20
NC_014662,NC_014662_Karamvirus cc31
NC_055739,NC_055739_Karamvirus mypsh1140
NC_055726,NC_055726_Karamvirus petcm34
NC_023561,NC_023561_Karamvirus pg7
NC_042067,NC_042067_Moonvirus cf1
NC_028857,NC_028857_Moonvirus merlin
NC_027331,NC_027331_Moonvirus moon
NC_041863,NC_041863_Mosigvirus 0157tp3
NC_055734,NC_055734_Mosigvirus 25307
NC_055708,NC_055708_Mosigvirus atk47
NC_055718,NC_055718_Mosigvirus c120
NC_018855,NC_018855_Mosigvirus HX01
NC_024124,NC_024124_Mosigvirus JS09
NC_029091,NC_029091_Mosigvirus mar005p1
NC_055781,NC_055781_Mosigvirus p000v
NC_024794,NC_024794_Mosigvirus phapec2
NC_004928,NC_004928_Mosigvirus RB69
NC_055749,NC_055749_Mosigvirus sf
NC_031090,NC_031090_Mosigvirus shsm521
NC_025437,NC_025437_Mosigvirus utam
NC_028940,NC_028940_Mosugukvirus pm2
NC_055743,NC_055743_Roskildevirus cronus
NC_055716,NC_055716_Tegunavirus fheyen901
NC_019909,NC_019909_Tegunavirus r1rt
NC_028820,NC_028820_Tegunavirus yenmtg1
NC_041919,NC_041919_Escherichia virus CF2
NC_054902,NC_054902_Tequatrovirus aplgate
NC_027983,NC_027983_Tequatrovirus ar1
NC_019399,NC_019399_Tequatrovirus c40
NC_054939,NC_054939_Tequatrovirus cm8
NC_054899,NC_054899_Tequatrovirus cromcrrp10
NC_027353,NC_027353_Tequatrovirus deeone
NC_024125,NC_024125_Tequatrovirus e112
NC_054911,NC_054911_Tequatrovirus ec04
NC_054909,NC_054909_Tequatrovirus ec121
NC_025449,NC_025449_Tequatrovirus ecml134
NC_054910,NC_054910_Tequatrovirus ecnp1
NC_054914,NC_054914_Tequatrovirus ecombl75
NC_054908,NC_054908_Tequatrovirus ecomdalca
NC_054916,NC_054916_Tequatrovirus ecomg28
NC_055741,NC_055741_Tequatrovirus ecomim339
NC_054904,NC_054904_Tequatrovirus ecomime340
NC_054925,NC_054925_Tequatrovirus ecomnbg2
NC_031103,NC_031103_Tequatrovirus ecomufv133
NC_054912,NC_054912_Tequatrovirus effone
NC_054913,NC_054913_Tequatrovirus efftwo
NC_054943,NC_054943_Tequatrovirus fps2
NC_055724,NC_055724_Tequatrovirus fps65
NC_055723,NC_055723_Tequatrovirus fps90
NC_054917,NC_054917_Tequatrovirus gee50
NC_054918,NC_054918_Tequatrovirus gee4498
NC_054919,NC_054919_Tequatrovirus gee4507
NC_054920,NC_054920_Tequatrovirus gee9062
NC_054915,NC_054915_Tequatrovirus geeight
NC_054903,NC_054903_Tequatrovirus gizh
NC_027349,NC_027349_Tequatrovirus hy01
NC_031047,NC_031047_Tequatrovirus hy03
NC_019503,NC_019503_Tequatrovirus ime09
NC_054921,NC_054921_Tequatrovirus ime537
NC_054940,NC_054940_Tequatrovirus jaykay
NC_054922,NC_054922_Tequatrovirus kaw
NC_054905,NC_054905_Tequatrovirus kha5h
NC_054923,NC_054923_Tequatrovirus kit03
NC_055713,NC_055713_Tequatrovirus knp5
NC_054924,NC_054924_Tequatrovirus lutter
NC_055780,NC_055780_Tequatrovirus mlf4
NC_055831,NC_055831_Tequatrovirus nbeco
NC_054926,NC_054926_Tequatrovirus oe5505
NC_054927,NC_054927_Tequatrovirus ozark
NC_054928,NC_054928_Tequatrovirus pd112
NC_054929,NC_054929_Tequatrovirus pe37
NC_054930,NC_054930_Tequatrovirus pp01
NC_025829,NC_025829_Tequatrovirus pss1
NC_027404,NC_027404_Tequatrovirus pst
NC_054944,NC_054944_Tequatrovirus pyps2t
NC_025419,NC_025419_Tequatrovirus RB3
NC_012638,NC_012638_Tequatrovirus RB14
NC_054906,NC_054906_Tequatrovirus RB18
NC_025448,NC_025448_Tequatrovirus RB27
NC_008515,NC_008515_Tequatrovirus RB32
NC_012635,NC_012635_Tequatrovirus RB51
NC_042077,NC_042077_Tequatrovirus sf21
NC_042039,NC_042039_Tequatrovirus sf22
NC_054941,NC_054941_Tequatrovirus sf23
NC_042078,NC_042078_Tequatrovirus sf24
NC_054936,NC_054936_Tequatrovirus sgallinarium
NC_054942,NC_054942_Tequatrovirus sh7
NC_031085,NC_031085_Tequatrovirus SHBML501
NC_015457,NC_015457_Tequatrovirus shfl2
NC_030953,NC_030953_Tequatrovirus shfml11
NC_031011,NC_031011_Tequatrovirus shfml26
NC_028927,NC_028927_Tequatrovirus slur02
NC_042129,NC_042129_Tequatrovirus slur03
NC_028780,NC_028780_Tequatrovirus slur07
NC_054937,NC_054937_Tequatrovirus snuabm
NC_054931,NC_054931_Tequatrovirus T2
NC_000866,NC_000866_Tequatrovirus T4
NC_054907,NC_054907_Tequatrovirus T6
NC_054932,NC_054932_Tequatrovirus teqdroes
NC_054933,NC_054933_Tequatrovirus teqhad
NC_054934,NC_054934_Tequatrovirus teqskov
NC_019505,NC_019505_Tequatrovirus vtec
NC_054935,NC_054935_Tequatrovirus yueel1
NC_054945,NC_054945_Tequatrovirus zeen18
NC_054901,NC_054901_Tequatrovirus zeezee23
NC_054900,NC_054900_Tequatrovirus zeezeesix
NC_054938,NC_054938_Tequatrovirus zeezeethirty
NC_041996,NC_041996_Winklervirus chi14
NC_055728,NC_055728_Winklervirus xtwenty
NC_015250,NC_015250_Acinetobacter virus 133
NC_014663,NC_014663_Acajnonavirus acj9
NC_049445,NC_049445_Hadassahvirus azbtza1
NC_049494,NC_049494_Hadassahvirus pht2
NC_014661,NC_014661_Acinetobacter virus Acj61
NC_049511,NC_049511_Lazarusvirus am101
NC_049491,NC_049491_Lazarusvirus apostate
NC_049490,NC_049490_Lazarusvirus berthold
NC_049438,NC_049438_Lazarusvirus fhyacithree
NC_049441,NC_049441_Lazarusvirus karl
NC_049492,NC_049492_Lazarusvirus kimel
NC_049479,NC_049479_Lazarusvirus kronadin
NC_049493,NC_049493_Lazarusvirus lazarus
NC_018087,NC_018087_Zedzedvirus zz1
NC_023688,NC_023688_Angelvirus px29
NC_005135,NC_005135_Biquartavirus 44RR2
NC_055737,NC_055737_Bragavirus p43
NC_055727,NC_055727_Bragavirus pm2
NC_028762,NC_028762_Bragavirus pm5461
NC_055709,NC_055709_Carettavirus e142
NC_014636,NC_014636_Chrysonvirus as5
NC_005260,NC_005260_Cinqassovirus aeh1
NC_055733,NC_055733_Cinqassovirus ah1
NC_031020,NC_031020_Gualtarvirus mp1
NC_055720,NC_055720_Jiangsuvirus pspyzu05
NC_041936,NC_041936_Krischvirus ecd7
NC_025425,NC_025425_Krischvirus gec3s
NC_009821,NC_009821_Krischvirus georgiaone
NC_012740,NC_012740_Krischvirus jse
NC_055757,NC_055757_Krischvirus kfsec
NC_005066,NC_005066_Krischvirus RB49
NC_021529,NC_021529_Mylasvirus persius
NC_019398,NC_019398_Pseudotevenvirus gap161
NC_029013,NC_029013_Pseudotevenvirus imecf2
NC_048645,NC_048645_Pseudotevenvirus leb
NC_048646,NC_048646_Pseudotevenvirus lee
NC_021344,NC_021344_Pseudotevenvirus lw1
NC_028755,NC_028755_Pseudotevenvirus margaery
NC_025414,NC_025414_Pseudotevenvirus miller
NC_014467,NC_014467_Pseudotevenvirus RB16
NC_007023,NC_007023_Pseudotevenvirus RB43
NC_005083,NC_005083_Schizotequatrovirus KVP40
NC_028829,NC_028829_Schizotequatrovirus valkk3
NC_023568,NC_023568_Schizotequatrovirus vh7d
NC_041980,NC_041980_Slopekvirus eap3
NC_014036,NC_014036_Slopekvirus kp15
NC_020080,NC_020080_Slopekvirus kp27
NC_028750,NC_028750_Slopekvirus matisse
NC_055712,NC_055712_Slopekvirus pht4A
NC_029000,NC_029000_Tuaanevirus ime13
NC_055746,NC_055746_Tulanevirus 50ahydr13pp
NC_055747,NC_055747_Tulanevirus 60ahydrpp
NC_020879,NC_020879_Tulanevirus aes12
NC_019543,NC_019543_Tulanevirus aes508
NC_014635,NC_014635_Tulanevirus as4
NC_042019,NC_042019_Tulanevirus asgz
NC_008208,NC_008208_Tulanevirus bteighttwo
NC_062761,NC_062761_Pormufvirus salinum
NC_074643,NC_074643_Dolusvirus pacificense
NC_074644,NC_074644_Dolusvirus shimokitaense
NC_074645,NC_074645_Tonitrusvirus shimokitaense
NC_054953,NC_054953_Chaovirus bigenum
NC_054954,NC_054954_Myohalovirus alkaliphilum
NC_052650,NC_052650_Myohalovirus spontanei
NC_053510,NC_053510_Bromdenvirus bromden
NC_053511,NC_053511_Bromdenvirus dyoedafos
NC_055786,NC_055786_Bronvirus cicholasnage
NC_055827,NC_055827_Bronvirus dirkdirk
NC_055918,NC_055918_Bronvirus ohshaghennessy
NC_055790,NC_055790_Bronvirus silverleaf
NC_014461,NC_014461_Mycobacterium virus Bron
NC_042313,NC_042313_Mycobacterium virus JoeDirt
NC_028878,NC_028878_Faithunavirus archie
NC_053506,NC_053506_Faithunavirus CELFI
NC_015584,NC_015584_Faithunavirus faith1
NC_053507,NC_053507_Faithunavirus finemlucis
NC_053508,NC_053508_Faithunavirus guuelaD
NC_023732,NC_023732_Faithunavirus rumpelstiltskin
NC_053509,NC_053509_Faithunavirus tourach
NC_053505,NC_053505_Lumosvirus krypton555
NC_028843,NC_028843_Lumosvirus lolly9
NC_053504,NC_053504_Lumosvirus lumos
NC_022052,NC_022052_Lumosvirus whirlwind
NC_041970,NC_041970_Bongovirus bongo
NC_053516,NC_053516_Bongovirus reindeer
NC_053513,NC_053513_Reyvirus aziz
NC_053514,NC_053514_Reyvirus estes
NC_053515,NC_053515_Reyvirus mrmagoo
NC_041971,NC_041971_Reyvirus rey
NC_053512,NC_053512_Kumaovirus kumao
NC_008206,NC_008206_Mycobacterium virus Wildcat
NC_048829,NC_048829_Pippivirus lotta
NC_048830,NC_048830_Pippivirus pippi
NC_055771,NC_055771_Foxborovirus emianna
NC_055766,NC_055766_Foxborovirus foxboro
NC_028653,NC_028653_Foxborovirus GTE8
NC_055767,NC_055767_Foxborovirus kidneybean
NC_055755,NC_055755_Foxborovirus NatB6
NC_055738,NC_055738_Gruunavirus flapper
NC_016435,NC_016435_Gruunavirus GRU1
NC_016434,NC_016434_Gruunavirus GTE5
NC_055769,NC_055769_Gruunavirus turuncu
NC_055770,NC_055770_Kablunavirus buggaboo
NC_055731,NC_055731_Kablunavirus kabluna
NC_055788,NC_055788_Kablunavirus nosilaM
NC_055758,NC_055758_Pleakleyvirus pleakley
NC_055806,NC_055806_Skysandvirus lollipop1437
NC_055732,NC_055732_Skysandvirus patio
NC_055764,NC_055764_Skysandvirus skysand
NC_055789,NC_055789_Sukkupivirus idyn
NC_055763,NC_055763_Sukkupivirus marietta
NC_055821,NC_055821_Sukkupivirus nadinerae
NC_055820,NC_055820_Sukkupivirus sukkupi
NC_055772,NC_055772_Ceetrepovirus kimchi1738
NC_055807,NC_055807_Ceetrepovirus stickynote
NC_042085,NC_042085_Corynebacterium virus C3PO
NC_042086,NC_042086_Corynebacterium virus Darwin
NC_042087,NC_042087_Corynebacterium virus Zion
NC_009816,NC_009816_Corynebacterium virus P1201
NC_002519,NC_002519_Siovirus americense
NC_018280,NC_018280_Siovirus coreense
NC_048672,NC_048672_Siovirus germanense
NC_048671,NC_048671_Veravirus septentrionalis
NC_027988,NC_027988_Citrovirus coptotermitis
NC_015158,NC_015158_Icepovirus bengalense
NC_048630,NC_048630_Melvirus helgolandense
NC_021300,NC_021300_Melvirus orientalis
NC_007808,NC_007808_Paundecimvirus PA11
NC_019540,NC_019540_Salinovirus utanense
NC_003907,NC_003907_Vipivirus canadense
NC_055907,NC_055907_Denvervirus dv9183
NC_055833,NC_055833_Vipetofemvirus nattely
NC_055834,NC_055834_Vipetofemvirus vipetofem
NC_041849,NC_041849_Arequatrovirus ELB20
NC_054671,NC_054671_Arequatrovirus paedore
NC_019414,NC_019414_Arequatrovirus R4
NC_054669,NC_054669_Caelumvirus alvy
NC_054666,NC_054666_Caelumvirus caelum
NC_054668,NC_054668_Caelumvirus daudau
NC_054667,NC_054667_Caelumvirus issmi
NC_054670,NC_054670_Caelumvirus thestral
NC_054677,NC_054677_Camvirus alsaber
NC_028904,NC_028904_Camvirus amela
NC_041856,NC_041856_Camvirus CAM
NC_054672,NC_054672_Camvirus endor1
NC_054673,NC_054673_Camvirus endor2
NC_054674,NC_054674_Camvirus joe
NC_054675,NC_054675_Camvirus saftant
NC_054676,NC_054676_Camvirus sitrop
NC_054655,NC_054655_Celiavirus celia
NC_018836,NC_018836_Hautrevirus hau3
NC_054661,NC_054661_Janusvirus hank144
NC_054660,NC_054660_Janusvirus janus
NC_042051,NC_042051_Likavirus aaronocolus
NC_028892,NC_028892_Likavirus caliburn
NC_041860,NC_041860_Likavirus danzina
NC_054680,NC_054680_Likavirus goby
NC_042052,NC_042052_Likavirus hydra
NC_028976,NC_028976_Likavirus izzy
NC_028827,NC_028827_Likavirus lannister
NC_021298,NC_021298_Likavirus lika
NC_054681,NC_054681_Likavirus lorelei
NC_031078,NC_031078_Likavirus nanodon
NC_021304,NC_021304_Likavirus sujidade
NC_054679,NC_054679_Likavirus werner
NC_054678,NC_054678_Likavirus yasdnil
NC_021339,NC_021339_Likavirus zemlya
NC_054664,NC_054664_Omarvirus amethyst
NC_054663,NC_054663_Omarvirus diane
NC_054662,NC_054662_Omarvirus omar
NC_054665,NC_054665_Omarvirus tefunt
NC_054657,NC_054657_Salutenavirus salutena
NC_054658,NC_054658_Sentinelvirus sentinel
NC_054659,NC_054659_Sentinelvirus spernnie
NC_054656,NC_054656_Yosifvirus yosif
NC_048115,NC_048115_Arthrobacter virus Liebe
NC_048093,NC_048093_Manhattanvirus drmanhattan
NC_048097,NC_048097_Yangvirus yang
NC_054973,NC_054973_Dubowvirus baqsau1
NC_004615,NC_004615_Dubowvirus dv11
NC_007049,NC_007049_Dubowvirus dv53
NC_007048,NC_007048_Dubowvirus dv69
NC_007050,NC_007050_Dubowvirus dv85
NC_009526,NC_009526_Dubowvirus dv80alpha
NC_008798,NC_008798_Dubowvirus ETA2
NC_054974,NC_054974_Dubowvirus HSA84
NC_011614,NC_011614_Dubowvirus IPLA88
NC_010808,NC_010808_Dubowvirus MR25
NC_008583,NC_008583_Dubowvirus NM1
NC_028913,NC_028913_Dubowvirus NM2
NC_054975,NC_054975_Dubowvirus SA75
NC_029010,NC_029010_Dubowvirus SA97
NC_014460,NC_014460_Dubowvirus SAP26
NC_054976,NC_054976_Dubowvirus SAP33
NC_054977,NC_054977_Dubowvirus SP5
NC_054978,NC_054978_Dubowvirus TEM126
NC_054979,NC_054979_Phietavirus B122
NC_028859,NC_028859_Phietavirus B166
NC_028915,NC_028915_Phietavirus B236
NC_003288,NC_003288_Phietavirus ETA
NC_008799,NC_008799_Phietavirus ETA3
NC_007056,NC_007056_Phietavirus EW
NC_054980,NC_054980_Phietavirus Henu2
NC_028669,NC_028669_Phietavirus JB
NC_010147,NC_010147_Phietavirus MR11
NC_028864,NC_028864_Phietavirus NM4
NC_007061,NC_007061_Phietavirus pv29
NC_007055,NC_007055_Phietavirus pv37
NC_007060,NC_007060_Phietavirus pv55
NC_007059,NC_007059_Phietavirus pv71
NC_030652,NC_030652_Phietavirus pv80
NC_007063,NC_007063_Phietavirus pv88
NC_007064,NC_007064_Phietavirus pv92
NC_007057,NC_007057_Phietavirus pv96
NC_007047,NC_007047_Phietavirus pv187
NC_028917,NC_028917_Phietavirus pv3MRA
NC_007062,NC_007062_Phietavirus pv52a
NC_007058,NC_007058_Phietavirus ROSA
NC_021863,NC_021863_Phietavirus SA13
NC_054981,NC_054981_Phietavirus SAP27
NC_054982,NC_054982_Phietavirus sebago
NC_021326,NC_021326_Phietavirus StauST3981
NC_021332,NC_021332_Phietavirus StauST3983
NC_023500,NC_023500_Phietavirus StauST3985
NC_054983,NC_054983_Phietavirus UPMK2
NC_007065,NC_007065_Phietavirus X2
NC_023701,NC_023701_Acadianvirus acadian
NC_028742,NC_028742_Acadianvirus baee
NC_022064,NC_022064_Acadianvirus reprobate
NC_051587,NC_051587_Acadianvirus serendipitous
NC_051581,NC_051581_Birdsnestvirus birdsnest
NC_022328,NC_022328_Coopervirus adawi
NC_022331,NC_022331_Coopervirus bane1
NC_028968,NC_028968_Coopervirus brownCNA
NC_042034,NC_042034_Coopervirus chrisnmich
NC_008195,NC_008195_Coopervirus cooper
NC_055714,NC_055714_Coopervirus fortunato
NC_055860,NC_055860_Coopervirus heath
NC_023554,NC_023554_Coopervirus JAMaL
NC_011044,NC_011044_Coopervirus nigel
NC_023741,NC_023741_Coopervirus stinger
NC_028934,NC_028934_Coopervirus vincenzo
NC_042035,NC_042035_Coopervirus zemanar
NC_051586,NC_051586_Imvubuvirus imvubu
NC_023600,NC_023600_Julieunavirus julie1
NC_051582,NC_051582_Lilmcdreamyvirus lilmcdreamy
NC_028691,NC_028691_Pegunavirus apizium
NC_055750,NC_055750_Pegunavirus kingtut
NC_024363,NC_024363_Pegunavirus manad
NC_023711,NC_023711_Pegunavirus oline
NC_028803,NC_028803_Pegunavirus osmaximus
NC_005259,NC_005259_Pegunavirus Pg1
NC_025438,NC_025438_Pegunavirus soto
NC_023563,NC_023563_Pegunavirus suffolk
NC_041965,NC_041965_Pipefishvirus athena
NC_022983,NC_022983_Pipefishvirus bernardo
NC_023686,NC_023686_Pipefishvirus gadjet
NC_055812,NC_055812_Pipefishvirus obutu
NC_008199,NC_008199_Pipefishvirus pipefish
NC_051585,NC_051585_Quesadillavirus CRB2
NC_051584,NC_051584_Quesadillavirus quesadilla
NC_042050,NC_042050_Rosebushvirus godines
NC_053503,NC_053503_Rosebushvirus laurie
NC_004684,NC_004684_Rosebushvirus rosebush
NC_043767,NC_043767_Rosebushvirus TA17a
NC_051583,NC_051583_Saguarovirus saguaro
NC_051580,NC_051580_Thonkovirus thonko
NC_048706,NC_048706_Flowerpowervirus flowerpower
NC_048686,NC_048686_Immanueltrevirus immanuel3
NC_048854,NC_048854_Manuelvirus JXY1
NC_048685,NC_048685_Manuelvirus manuel
NC_048684,NC_048684_Manuelvirus wrighton
NC_026016,NC_026016_Biseptimavirus BU01
NC_005356,NC_005356_Biseptimavirus bv77
NC_028775,NC_028775_Biseptimavirus bv23MRA
NC_048657,NC_048657_Biseptimavirus IME136101
NC_008617,NC_008617_Biseptimavirus NM3
NC_048634,NC_048634_Biseptimavirus P282
NC_048635,NC_048635_Biseptimavirus P630
NC_013195,NC_013195_Biseptimavirus P954
NC_048636,NC_048636_Biseptimavirus P1105
NC_048624,NC_048624_Biseptimavirus phi7247PVL
NC_048710,NC_048710_Biseptimavirus SA1014ruMSSAST7
NC_048713,NC_048713_Biseptimavirus SA345ruMSSAST8
NC_048681,NC_048681_Biseptimavirus st22
NC_023499,NC_023499_Biseptimavirus StauST3984
NC_012784,NC_012784_Peeveelvirus CN125
NC_021773,NC_021773_Peeveelvirus JS01
NC_004617,NC_004617_Peeveelvirus pv13
NC_002486,NC_002486_Peeveelvirus PV83
NC_048644,NC_048644_Peeveelvirus pv3AJ2017
NC_002321,NC_002321_Peeveelvirus PVL
NC_008689,NC_008689_Peeveelvirus PVL108
NC_048658,NC_048658_Peeveelvirus SA7
NC_048711,NC_048711_Peeveelvirus SA780ruMSSAST101
NC_009761,NC_009761_Peeveelvirus tp3101
NC_028986,NC_028986_Bixzunavirus alice
NC_021349,NC_021349_Bixzunavirus astraea
NC_054715,NC_054715_Bixzunavirus bigswole
NC_004687,NC_004687_Bixzunavirus Bxz1
NC_054716,NC_054716_Bixzunavirus cane17
NC_054717,NC_054717_Bixzunavirus charlieB
NC_023696,NC_023696_Bixzunavirus dandelion
NC_028869,NC_028869_Bixzunavirus hyro
NC_041901,NC_041901_Bixzunavirus lukilu
NC_054718,NC_054718_Bixzunavirus mangeria
NC_023725,NC_023725_Bixzunavirus nappy
NC_054719,NC_054719_Bixzunavirus noodletree
NC_054720,NC_054720_Bixzunavirus qbert
NC_054721,NC_054721_Bixzunavirus quasimodo
NC_054722,NC_054722_Bixzunavirus sauce
NC_041993,NC_041993_Bixzunavirus sebata
NC_031080,NC_031080_Bixzunavirus tonenili
NC_054714,NC_054714_Myranavirus phabba
NC_011273,NC_011273_Myrnavirus myrna
NC_023697,NC_023697_Brujitavirus babsiella
NC_011291,NC_011291_Brujitavirus brujita
NC_055707,NC_055707_Brujitavirus HC
NC_055815,NC_055815_Brujitavirus xula
NC_024209,NC_024209_Hawkeyevirus hawkeye
NC_008200,NC_008200_Plotvirus plot
NC_048810,NC_048810_Kenoshavirus chikenjars
NC_048825,NC_048825_Kenoshavirus crocheter
NC_048750,NC_048750_Kenoshavirus duffington
NC_048793,NC_048793_Kenoshavirus kenosha
NC_048816,NC_048816_Kenoshavirus ohmyward
NC_048749,NC_048749_Kenoshavirus rickmore
NC_048823,NC_048823_Kenoshavirus untouchable
NC_048876,NC_048876_Secretariatvirus secretariat
NC_048822,NC_048822_Tanisvirus avazak
NC_048817,NC_048817_Tanisvirus tanis
NC_048047,NC_048047_Bertelyvirus BL9
NC_048048,NC_048048_Bertelyvirus SC
NC_019406,NC_019406_Colossusvirus colossus
NC_048046,NC_048046_Colossusvirus PW
NC_048045,NC_048045_Poindextervirus BL10
NC_019408,NC_019408_Poindextervirus rogue
NC_019405,NC_019405_Shapirovirus cbk
NC_019411,NC_019411_Shapirovirus swift
NC_048761,NC_048761_Akonivirus akoni
NC_048877,NC_048877_Akonivirus phedro
NC_048778,NC_048778_Tinytimothyvirus alex44
NC_048777,NC_048777_Tinytimothyvirus tinytimothy
NC_019507,NC_019507_Firehammervirus CP21
NC_027997,NC_027997_Firehammervirus CP220
NC_027996,NC_027996_Firehammervirus CPt10
NC_042112,NC_042112_Fletchervirus CP81
NC_018861,NC_018861_Fletchervirus CP30A
NC_016562,NC_016562_Fletchervirus CPX
NC_041896,NC_041896_Fletchervirus Los1
NC_015464,NC_015464_Fletchervirus NCTC12673
NC_054444,NC_054444_Antsirabevirus antsirabe
NC_054443,NC_054443_Avocadovirus avocado
NC_028922,NC_028922_Avocadovirus cambiare
NC_028861,NC_028861_Avocadovirus flagstaff
NC_023604,NC_023604_Jolieduovirus jolie2
NC_054446,NC_054446_Jolieduovirus lemuria
NC_054445,NC_054445_Jolieduovirus mercurio
NC_054442,NC_054442_Liefievirus grizzly
NC_054439,NC_054439_Liefievirus paito
NC_054441,NC_054441_Liefievirus rabbs
NC_054440,NC_054440_Liefievirus taheera
NC_008202,NC_008202_Mycobacterium virus Halo
NC_023705,NC_023705_Mycobacterium virus Liefie
NC_028791,NC_028791_Pinnievirus moorethemaryer
NC_054447,NC_054447_Pinnievirus pinnie
NC_054984,NC_054984_Dragolirvirus dragolir
NC_028746,NC_028746_Harrisonvirus harrison
NC_028767,NC_028767_Vegasvirus vegas
NC_054985,NC_054985_Wanderervirus wanderer
NC_028903,NC_028903_Kuravirus kv1721
NC_018835,NC_018835_Kuravirus NJ01
NC_070992,NC_070992_Kuravirus paul
NC_010324,NC_010324_Kuravirus phiEco32
NC_027395,NC_027395_Kuravirus SU10
NC_070991,NC_070991_Kuravirus WFI101126
NC_023593,NC_023593_Nieuwekanaalvirus KBNP1711
NC_018859,NC_018859_Suseptimavirus ECBP2
NC_042054,NC_042054_Flaumdravirus KIL2
NC_030934,NC_030934_Flaumdravirus KIL4
NC_029065,NC_029065_Kremarvirus VCM
NC_023601,NC_023601_Otagovirus Psa374
NC_023698,NC_023698_Avanivirus avani
NC_004686,NC_004686_Avanivirus Che9d
NC_051722,NC_051722_Avanivirus demsculpinboyz
NC_051723,NC_051723_Avanivirus soul22
NC_042030,NC_042030_Avanivirus yoshi
NC_051724,NC_051724_Avanivirus zapner
NC_051633,NC_051633_Cheoctovirus arcusangelus
NC_051634,NC_051634_Cheoctovirus batiatus
NC_051635,NC_051635_Cheoctovirus blexus
