METADATA

SEPARATOR COMMA
FIELD_LABELS,Order,Family,Subfamily,Genus
NC_048004,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_047939,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_011045,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_031114,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_015271,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_048164,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_2
NC_007636,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_031018,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_031123,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_011042,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_047829,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_024379,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_048023,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_031937,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_031943,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_047923,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_2
NC_047808,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_001604,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teseptimavirus_1
NC_047761,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_028688,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_028800,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_048175,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047771,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_015719,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047798,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047971,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047842,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047970,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047969,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_048138,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047980,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047799,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047968,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_028977,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047773,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_048014,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047780,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047781,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047782,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047908,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_013647,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_048114,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047772,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_047777,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_023576,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_047826,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047827,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047874,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047922,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_2
NC_048201,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_2
NC_054890,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_2
NC_007149,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Chatterjeevirus
NC_015159,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Chatterjeevirus
NC_013651,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Chatterjeevirus
NC_023005,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Phutvirus
NC_047747,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047982,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Phutvirus
NC_028702,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kelmasvirus
NC_047751,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kelmasvirus
NC_047831,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Wuhanvirus
NC_047832,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Wuhanvirus
NC_047961,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Aarhusvirus
NC_048057,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Aarhusvirus
NC_048060,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Aarhusvirus
NC_048059,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Aarhusvirus
NC_023736,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kelmasvirus
NC_047927,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_1
NC_024362,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047981,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_048135,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_4
NC_048071,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_3
NC_048136,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_3
NC_023558,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_2
NC_048025,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_2
NC_048161,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Kayfunavirus_2
NC_047934,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Helsettvirus
NC_047936,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Helsettvirus
NC_047937,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Helsettvirus
NC_047935,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Helsettvirus
NC_048200,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047964,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ningirsuvirus
NC_023548,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Caroctavirus
NC_004665,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_028661,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_015208,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_015264,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047965,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047997,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_021062,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_027292,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_047873,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ghunavirus_1
NC_048052,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Ningirsuvirus
NC_011043,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Przondovirus_1
NC_031115,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_047844,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_047766,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_047755,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_028880,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_047843,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_048063,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_010807,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_071009,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_047774,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_031092,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_031066,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_025451,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_001271,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_028772,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Eapunavirus
NC_047741,Autographivirales,Autotranscriptaviridae,Studiervirinae_2,Tawavirus
NC_048129,Autographivirales,Autotranscriptaviridae,Studiervirinae_2,Przondovirus_2
NC_048130,Autographivirales,Autotranscriptaviridae,Studiervirinae_2,Przondovirus_2
NC_048131,Autographivirales,Autotranscriptaviridae,Studiervirinae_2,Przondovirus_2
NC_028795,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_029102,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_1
NC_047867,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_2
NC_003298,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Teetrevirus_2
NC_011085,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_028655,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_047942,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_019416,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_047789,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_071037,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_048180,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_028863,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_047984,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_048105,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_015249,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_031258,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_048108,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_011534,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_019510,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Elunavirus
NC_028822,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_047886,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Elunavirus
NC_047797,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Pektosvirus
NC_047801,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Pektosvirus
NC_047819,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Pektosvirus
NC_047963,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Elunavirus
NC_008694,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_011038,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_023715,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_011040,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_022744,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Berlinvirus
NC_048002,Autographivirales,Autotranscriptaviridae,Studiervirinae_1,Pektosvirus
NC_047830,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_047978,Chasevirales,Chaseviridae,Cleopatravirinae,Faunusvirus
NC_010106,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_048799,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_049466,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_023865,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_047791,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_048845,Chasevirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
NC_048875,Chasevirales,Chaseviridae,Cleopatravirinae,Loessnervirus
NC_048803,Chasevirales,Chaseviridae,Cleopatravirinae,Myducvirus
NC_023594,Chasevirales,Chaseviridae,Nefertitivirinae,Yushanvirus
NC_047824,Chasevirales,Chaseviridae,Nefertitivirinae,Yushanvirus
NC_070840,Chasevirales,Chaseviridae,Nefertitivirinae,Yushanvirus
NC_025459,Chasevirales,Chaseviridae,Nefertitivirinae,Pahsextavirus
NC_019504,Chasevirales,Chaseviridae,Cleopatravirinae,Loessnervirus
NC_048779,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Aphroditevirus_1
NC_042100,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Aphroditevirus_1
NC_048821,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Aphroditevirus_2
NC_048747,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Aphroditevirus_2
NC_042136,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Tidunavirus
NC_042018,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Elvirus
NC_041916,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Tidunavirus
NC_007623,Chimallivirales_1,Chimalliviridae_1,Gorgonvirinae,Elvirus
NC_055801,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_047835,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047859,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048786,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048795,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048852,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048853,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048856,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048855,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048857,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047885,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048748,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_010583,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_027297,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_031902,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_031933,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048062,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048760,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_047999,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048808,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048145,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048811,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048731,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048819,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_071038,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048205,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_005859,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_042307,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_027356,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047749,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047979,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_028754,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_031022,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_015269,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047881,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_031042,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048001,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_017969,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_024139,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_028840,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047822,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048627,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048009,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048818,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048865,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_047754,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048794,Pantevenvirales,Demerecviridae,Markadamsvirinae,Tequintavirus
NC_048867,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_028895,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Jesfedecavirus
NC_048010,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_055910,Pantevenvirales,Demerecviridae,Markadamsvirinae,Priunavirus
NC_041913,Pantevenvirales,Demerecviridae,Markadamsvirinae,Priunavirus
NC_042090,Pantevenvirales,Demerecviridae,Markadamsvirinae,Novosibvirus
NC_048086,Pantevenvirales,Demerecviridae,Markadamsvirinae,Novosibvirus
NC_042074,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Jesfedecavirus
NC_047882,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Jesfedecavirus
NC_055847,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_042095,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055830,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055849,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055851,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055913,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055850,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055829,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055794,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_055800,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_019529,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Cetovirus
NC_042094,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Cetovirus
NC_048869,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_047887,Pantevenvirales,Demerecviridae,Markadamsvirinae,Hongcheonvirus
NC_018837,Pantevenvirales,Demerecviridae,Markadamsvirinae,Hongcheonvirus
NC_055848,Pantevenvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus
NC_041899,Pantevenvirales,Demerecviridae,Markadamsvirinae,Sugarlandvirus
NC_048005,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048089,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_042093,Pantevenvirales,Demerecviridae,Markadamsvirinae,Sugarlandvirus
NC_048012,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048868,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048006,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048011,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048110,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048871,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048866,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048809,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048872,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048870,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048007,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048781,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048008,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048203,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048149,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_047884,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048785,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_019919,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_2
NC_048000,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_048013,Pantevenvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus_1
NC_049841,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_049824,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_049834,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_047893,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Christensenvirus
NC_054893,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Changchunvirus
NC_048137,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Sauletekiovirus
NC_049835,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_048126,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_049845,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_2
NC_019509,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Kyungwonvirus
NC_047960,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Badaguanvirus
NC_019718,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_048206,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_042043,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Sertoctavirus
NC_047959,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_049826,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_026010,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_024784,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_049817,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_042066,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tlsvirus_1
NC_041995,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_031050,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Badaguanvirus
NC_047825,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_031053,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_023743,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Christensenvirus
NC_049819,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_028774,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_024793,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_027350,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tlsvirus_1
NC_028760,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_049836,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_049852,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_049837,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_031026,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tlsvirus_1
NC_048024,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_042046,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_047850,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_007603,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rtpvirus
NC_047784,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_042122,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Eclunavirus
NC_049827,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_047998,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_048208,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Christensenvirus
NC_041873,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_015456,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_047863,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_3
NC_029071,Drexlervirales_2,Drexlerviridae,Tempevirinae_2,Tlsvirus_2
NC_048150,Drexlervirales_2,Drexlerviridae,Tunavirinae,Tunavirus_2
NC_047740,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_049815,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_049830,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Baihuvirus
NC_049838,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_049822,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_021331,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_024789,Drexlervirales_2,Drexlerviridae,Rogunavirinae,Rogunavirus_1
NC_048202,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
NC_048143,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Webervirus_1
NC_047785,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Tunavirus_1
NC_049821,Drexlervirales_2,Drexlerviridae,Tempevirinae_1,Warwickvirus
