genome_accn,genome_name,genome_length,total_proteins,taxonomy_string
NC_054773,"Mycobacterium phage Pistachio, complete genome",50006,88,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Veracruzvirus; Veracruzvirus pistachio
NC_054774,"Mycobacterium phage Naca, complete genome",51594,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus naca
NC_054775,"Mycobacterium phage Scorpia, complete genome",50693,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus scorpia
NC_054776,"Mycobacterium phage Zolita, complete genome",51182,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus zolita
NC_054777,"Mycobacterium phage Bluefalcon, complete genome",51052,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus bluefalcon
NC_054778,"Mycobacterium phage Archetta, complete genome",47409,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus archetta
NC_054779,"Mycobacterium phage Blinn1, complete genome",51800,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gladiatorvirus; Gladiatorvirus blinn1
NC_054780,"Mycobacterium phage JewelBug, complete genome",50341,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gladiatorvirus; Gladiatorvirus jewelbug
NC_054781,"Mycobacterium phage Priamo, complete genome",51633,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gladiatorvirus; Gladiatorvirus priamo
NC_054782,"Mycobacterium phage Koko, complete genome",52879,102,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gladiatorvirus; Gladiatorvirus koko
NC_054783,"Mycobacterium phage Yecey3, complete genome",53277,100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Yeceytrevirus; Yeceytrevirus yecey3
NC_054784,"Mycobacterium phage Pharaoh, complete genome",50346,80,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pharaohvirus; Pharaohvirus pharaoh
NC_054785,"Mycobacterium phage DarthPhader, complete genome",53432,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Refugevirus; Refugevirus darthphader
NC_054786,"Mycobacterium phage Refuge, complete genome",53594,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Refugevirus; Refugevirus refuge
NC_054787,"Mycobacterium phage Steamy, complete genome",53420,90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pharaohvirus; Pharaohvirus steamy
NC_054788,"Mycobacterium phage SWU2, complete genome",50013,76,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Timshelvirus; Timshelvirus SWU2
NC_054789,"Mycobacterium phage DroogsArmy, complete genome",53254,83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Timshelvirus; Timshelvirus droogsarmy
NC_054790,"Mycobacterium phage Anthony, complete genome",52202,89,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Anthonyvirus; Anthonyvirus anthony
NC_054791,"Mycobacterium phage MyraDee, complete genome",50514,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Myradeevirus; Myradeevirus MyraDee
NC_054792,"Mycobacterium phage PP DNA, complete genome",51509,80,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sagamiharavirus; Sagamiharavirus PP
NC_054793,"Mycobacterium phage Kimona, complete genome",50283,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kimonavirus; Kimonavirus kimona
NC_054794,"Mycobacterium phage Stasia, complete genome",51591,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus stasia
NC_054795,"Mycobacterium phage Cerulean, complete genome",51809,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus cerulean
NC_054796,"Mycobacterium phage LeoAvram, complete genome",47079,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus leoavram
NC_054797,"Mycobacterium phage Cintron, complete genome",51679,90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus cintron
NC_054798,"Mycobacterium phage Wizard007, complete genome",51029,86,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus wizard007
NC_054799,"Mycobacterium phage Camperdownii, complete genome",51131,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus camperdownii
NC_054800,"Mycobacterium phage ICleared, complete genome",51440,88,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus icleared
NC_054801,"Mycobacterium phage Noelle, complete genome",51483,88,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus noelle
NC_054802,"Mycobacterium phage Miramae, complete genome",51300,89,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus miramae
NC_054803,"Mycobacterium phage Mundrea, complete genome",51257,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus mundrea
NC_054804,"Mycobacterium phage Cindaradix, complete genome",51575,84,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Backyardiganvirus; Backyardiganvirus cindaradix
NC_054805,"Mycobacterium phage Anselm, complete genome",53545,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus anselm
NC_054806,"Mycobacterium phage Benvolio, complete genome",53136,95,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus benvolio
NC_054807,"Mycobacterium phage Bugsy, complete genome",49937,84,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus bugsy
NC_054808,"Mycobacterium phage Centaur, complete genome",53001,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus centaur
NC_054809,"Mycobacterium phage Fameo, complete genome",52618,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus fameo
NC_054810,"Mycobacterium phage Georgie2, complete genome",53399,96,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus georgie2
NC_054811,"Mycobacterium phage Heffalump, complete genome",53085,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus heffalump
NC_054812,"Mycobacterium phage JoshKayV, complete genome",53366,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus joshkayV
NC_054813,"Mycobacterium phage Malec, complete genome",53377,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus malec
NC_054814,"Mycobacterium phage IronMan, complete genome",53467,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pukovnikvirus; Pukovnikvirus ironman
NC_054815,"Mycobacterium phage Phaded, complete genome",53598,88,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pukovnikvirus; Pukovnikvirus phaded
NC_054890,"Pseudomonas phage vB_PsyP_3MF5, complete genome",41608,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Warsawvirus; Warsawvirus 3MF5
NC_054891,"Ralstonia phage Anchaing, complete genome",43597,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Anchaingvirus; Anchaingvirus anchaing
NC_054892,"Escherichia phage vB_EcoS_PHB17, complete genome",48939,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Changchunvirus; Changchunvirus PHB17
NC_054893,"Escherichia phage vB_EcoS_W011D, complete genome",49847,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Changchunvirus; Changchunvirus W011D
NC_054894,"Escherichia phage Henu7, complete genome",49526,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Henuseptimavirus; Henuseptimavirus henu7
NC_054895,"Escherichia phage vB_Eco_SLUR29 genome assembly, chromosome: 1",48466,78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Warwickvirus; Warwickvirus SLUR29
NC_054896,"Escherichia phage tiwna, complete genome",51014,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Warwickvirus; Warwickvirus tiwna
NC_054899,"Citrobacter phage vB_CroM_CrRp10, complete genome",168403,264,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus cromcrrp10
NC_054900,"Citrobacter phage PhiZZ6, complete genome",165795,272,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus zeezeesix
NC_054901,"Citrobacter phage PhiZZ23, complete genome",167516,270,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus zeezee23
NC_054902,"Enterobacteria phage Aplg8, complete genome",168496,235,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus aplgate
NC_054903,"Enterobacteria phage GiZh, complete genome",166514,237,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gizh
NC_054904,"Enterobacteria phage vB_EcoM_IME340, complete genome",165549,260,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecomime340
NC_054905,"Enterobacteria phage Kha5h, complete genome",167318,237,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus kha5h
NC_054906,"Enterobacteria phage RB18, complete genome",166677,273,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus RB18
NC_054907,"Enterobacteria phage T6 DNA, complete genome",168697,265,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus T6
NC_054908,"Escherichia phage vB_EcoM_DalCa, complete genome",166040,269,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecomdalca
NC_054909,"Escherichia phage EC121, partial genome",168805,265,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ec121
NC_054910,"Escherichia phage EcNP1, complete genome",166176,260,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecnp1
NC_054911,"Escherichia phage ECO4, partial genome",168638,272,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ec04
NC_054912,"Escherichia phage vB_EcoM_F1, complete genome",168410,279,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus effone
NC_054913,"Escherichia phage F2, complete genome",168241,259,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus efftwo
NC_054914,"Escherichia phage vB_EcoM-fFiEco06, complete genome",167076,274,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecombl75
NC_054915,"Escherichia phage vB_EcoM_G8, complete genome",169650,268,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus geeight
NC_054916,"Escherichia phage vB_EcoM-G28, complete genome",170121,267,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecomg28
NC_054917,"Escherichia phage vB_EcoM_G50, complete genome",167728,267,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gee50
NC_054918,"Escherichia phage vB_EcoM_G4498, complete genome",167826,279,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gee4498
NC_054919,"Escherichia phage vB_EcoM_G4507, complete genome",168828,274,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gee4507
NC_054920,"Escherichia phage vB_EcoM_G9062, complete genome",168670,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gee9062
NC_054921,"Escherichia phage vB_EcoM_IME537, complete genome",168642,274,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ime537
NC_054922,"Escherichia phage vB_EcoM_KAW1E185, complete genome",164987,274,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus kaw
NC_054923,"Escherichia phage KIT03 DNA, complete sequence",166848,268,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus kit03
NC_054924,"Escherichia phage vB_EcoM_Lutter, complete genome",170054,279,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus lutter
NC_054925,"Escherichia phage vB_EcoM_NBG2, complete genome",166083,261,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecomnbg2
NC_054926,"Escherichia phage vB_EcoM_OE5505, complete genome",168756,282,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus oe5505
NC_054927,"Escherichia phage vB_EcoM_Ozark, complete genome",167600,268,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ozark
NC_054928,"Escherichia phage vB_vPM_PD112, complete genome",168084,271,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus pd112
NC_054929,"Escherichia phage PE37, complete genome",166423,263,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus pe37
NC_054930,"Escherichia phage PP01 DNA, complete sequence",167812,280,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus pp01
NC_054931,"Escherichia phage T2 DNA, complete sequence",163825,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus T2
NC_054932,"Escherichia phage teqdroes, complete genome",166833,268,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus teqdroes
NC_054933,"Escherichia phage teqhad, complete genome",167892,269,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus teqhad
NC_054934,"Escherichia phage teqskov, complete genome",165017,263,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus teqskov
NC_054935,"Escherichia phage YUEEL01, complete genome",168266,266,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus yueel1
NC_054936,"Salmonella phage SG1, partial genome",169805,269,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus sgallinarium
NC_054937,"Salmonella phage pSe_SNUABM_01, complete genome",172360,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus snuabm
NC_054938,"Serratia phage PhiZZ30, complete genome",167484,267,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus zeezeethirty
NC_054939,"Shigella phage CM8, complete genome",167247,269,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus cm8
NC_054940,"Shigella phage JK45, complete genome",170740,273,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus jaykay
NC_054941,"Shigella phage Sf23, complete genome",167678,271,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus sf23
NC_054942,"Shigella phage SH7, complete genome",164870,265,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus sh7
NC_054943,"Yersinia phage fPS-2 genome assembly, chromosome: I",169060,267,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus fps2
NC_054944,"Yersinia phage PYPS2T, complete genome",169604,269,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus pyps2t
NC_054945,"Yersinia phage vB_YepM_ZN18, complete genome",167948,264,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus zeen18
NC_054946,"Ralstonia phage Simangalove, complete genome",44834,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bakolyvirus; Bakolyvirus simangalove
NC_054952,"Stenotrophomonas phage IME-SM1, complete genome",159514,202,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Menderavirus; Menderavirus IMESM1
NC_054953,"Halobacterium phage ChaoS9, complete genome",55145,83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vertoviridae; Chaovirus; Chaovirus ChaoS9
NC_054954,"Natrialba phage PhiCh1, complete genome",58487,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vertoviridae; Myohalovirus; Myohalovirus phiCh1
NC_054955,"Ralstonia phage Raharianne, complete genome",46321,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rahariannevirus; Rahariannevirus raharianne
NC_054956,"Ralstonia phage Cimandef, complete genome",55171,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Cimandefvirus; Cimandefvirus cimandef
NC_054957,"Ralstonia phage Eline, complete genome",57352,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Cimandefvirus; Cimandefvirus eline
NC_054958,"Ralstonia phage Gamede, complete genome",58603,66,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Cimandefvirus; Cimandefvirus gamede
NC_054959,"Ralstonia phage Gerry, complete genome",60898,76,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Cimandefvirus; Cimandefvirus Ggerry
NC_054960,"Ralstonia phage Heva, complete genome",58352,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Cimandefvirus; Cimandefvirus heva
NC_054961,"Ralstonia phage Firinga, complete genome",39744,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Firingavirus; Firingavirus firinga
NC_054962,"Ralstonia phage Claudette, complete genome",57085,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gervaisevirus; Gervaisevirus claudettte
NC_054963,"Ralstonia phage Gervaise, complete genome",61164,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gervaisevirus; Gervaisevirus gervaise
NC_054964,"Ralstonia phage GP4, complete genome",61129,83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gervaisevirus; Gervaisevirus GP4
NC_054965,"Klebsiella phage LASTA, complete genome",62420,76,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lastavirus; Lastavirus lasta
NC_054966,"Klebsiella phage SopranoGao, complete genome",61644,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lastavirus; Lastavirus sopranogao
NC_054967,"Achromobacter phage vB_AxyP_19-32_Axy04, complete genome",73834,80,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Dongdastvirus; Dongdastvirus Axy04
NC_054968,"Achromobacter phage vB_AxyP_19-32_Axy12, complete genome",74096,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Dongdastvirus; Dongdastvirus Axy12
NC_054969,"Achromobacter phage vB_AxyP_19-32_Axy24, complete genome",74744,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Dongdastvirus; Dongdastvirus Axy24
NC_054970,"Pseudomonas phage inbricus, complete genome",70211,76,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Inbricusvirus; Inbricusvirus inbricus
NC_054971,"Achromobacter phage vB_AxyP_19-32_Axy10, complete genome",73898,83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Pourcelvirus; Pourcelvirus Axy10
NC_054972,"Achromobacter phage vB_AxyP_19-32_Axy11, complete genome",73413,81,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Pourcelvirus; Pourcelvirus Axy11
NC_054973,"Staphylococcus phage Baq_Sau1, complete genome",44384,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus baqsau1
NC_054974,"Staphylococcus phage HSA84, complete genome",42650,60,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus HSA84
NC_054975,"Staphylococcus phage SA75, complete genome",43134,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus SA75
NC_054976,"Staphylococcus phage SAP33, complete genome",42414,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus SAP33
NC_054977,"Staphylococcus phage SP5, complete genome",43305,63,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus SP5
NC_054978,"Staphylococcus phage TEM126, complete sequence",41882,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus TEM126
NC_054979,"Staphylococcus phage B122, complete genome",43108,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus B122
NC_054980,"Staphylococcus phage Henu2, complete genome",43513,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus Henu2
NC_054981,"Staphylococcus phage vB_SauS-SAP27, complete genome",43444,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus SAP27
NC_054982,"Staphylococcus phage Sebago, complete genome",43878,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus sebago
NC_054983,"Staphylococcus phage UPMK_2, complete genome",40955,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus UPMK2
NC_054984,"Paenibacillus phage Dragolir, complete genome",41131,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gochnauervirinae; Dragolirvirus; Dragolirvirus dragolir
NC_054985,"Paenibacillus phage Wanderer, complete genome",40448,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gochnauervirinae; Wanderervirus; Wanderervirus wanderer
NC_054986,"Leuconostoc phage LDG, complete genome",26559,40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mccleskeyvirinae; Limdunavirus; Limdunavirus LDG
NC_054987,"Leuconostoc phage P965, complete genome",26526,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mccleskeyvirinae; Limdunavirus; Limdunavirus P965
NC_054988,"Leuconostoc phage Ln-7, complete genome",28093,47,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mccleskeyvirinae; Unaquatrovirus; Unaquatrovirus Ln7
NC_054989,"Brevibacterium phage AGM1, complete genome",36032,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Agmunavirus; Agmunavirus AGM1
NC_054990,"Lactococcus phage 05802, complete genome",22434,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv05802
NC_054991,"Lactococcus phage 20R03M, complete genome",21750,33,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv20R03M
