Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,Exemplar GenBank Accession Number,Exemplar virus name,Exemplar isolate designation,Host/Source,Change,source_file,Virus name abbreviation,Proposed Rank,GenBank,submission_year,genome_accn
4276.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Montyvirus,,Montyvirus sombrero,E,Gordonia phage Sombrero,,,MK359302,NC_048746,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048746
4277.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Montyvirus,,Montyvirus stevefrench,E,Gordonia phage SteveFrench,,,MG770214,NC_048207,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048207
4278.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Moturavirus,,Moturavirus motura,E,Achromobacter phage Motura,,,MN094788,NC_049849,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049849
4281.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus circum,E,Arthrobacter phage Circum,,,KU160642,NC_041948,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041948
4288.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus mudcat,E,Arthrobacter phage Mudcat,,,KU647628,NC_031224,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_031224
4291.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mufasoctovirus,,Mufasoctovirus mufasa8,E,Arthrobacter phage Mufasa8,,,MN586027,NC_049478,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049478
4292.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muldoonvirus,,Muldoonvirus muldoon,E,Serratia phage Muldoon,,,MN095771,NC_049464,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049464
4293.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muldoonvirus,,Muldoonvirus PS2,E,Serratia phage PS2,,,KJ025957,NC_024121,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024121
4294.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus filifjonk,E,vB_FspS_filifjonk9-1,,,MN812206,NC_048831,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048831
4295.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus mumin,E,vB_FspS_mumin9-1,,,MN812224,NC_048837,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048837
4296.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus mymlan,E,vB_FspS_mymlan6-1,,,MN812227,NC_048838,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048838
4297.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus snusmum,E,vB_FspS_snusmum6-1,,,MN812234,NC_048841,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048841
4298.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus tooticki,E,vB_FspS_tooticki6-1,,,MN812240,NC_048844,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048844
4299.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Murrayvirus,,Murrayvirus EC2,E,Enterobacteria phage IME_EC2,,,KF591601,NC_047742,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047742
4300.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Murrayvirus,,Murrayvirus lumpael,E,Salmonella phage Lumpael,,,MK125141,NC_048113,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048113
4301.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mushuvirus,,Mushuvirus mushu,E,Faecalibacterium phage FP_Mushu,,,MG711460,NC_047913,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047913
4302.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muvirus,,Muvirus mu,E,Escherichia phage Mu,,,AF083977,NC_000929,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_000929
4303.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muvirus,,Muvirus SfMu,E,Shigella phage SfMu,,,KP010268,NC_027382,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027382
4304.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mycoabscvirus,,Mycoabscvirus phiT46-1,E,Mycobacterium phage phiT46-1,,,MW353181,NC_054432,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_054432
4305.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myoalterovirus,,Myoalterovirus PT11V22,E,vB_AmeM_PT11-V22,V22,,MN877442,NC_048847,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048847
4306.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myosmarvirus,,Myosmarvirus MTx,E,Serratia phage MTx,,,MK618717,NC_048759,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048759
4307.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myosmarvirus,,Myosmarvirus myosmar,E,Serratia phage MyoSmar,,,MN062189,NC_048800,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048800
4308.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myradeevirus,,Myradeevirus MyraDee,E,Mycobacterium phage MyraDee,,,MF141539,NC_054791,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_054791
4309.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myxoctovirus,,Myxoctovirus Mx8,E,Myxococcus phage Mx8,,,AF396866,NC_003085,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_003085
4310.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Naesvirus,,Naesvirus bcep1,E,Burkholderia phage Bcep1,,,AY369265,NC_005263,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_005263
4311.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Naesvirus,,Naesvirus bcep43,E,Burkholderia phage Bcep43,,,AY368235,NC_005342,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_005342
4312.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Naesvirus,,Naesvirus bcep781,E,Burkholderia phage Bcep781,,,AF543311,NC_004333,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_004333
4313.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Naesvirus,,Naesvirus bcepNY3,E,Burkholderia phage BcepNY3,,,EF602154,NC_009604,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009604
4315.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nanhaivirus,,Nanhaivirus D5C,E,Dinoroseobacter phage vB_DshS-R5C,,,KY606587,NC_041921,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041921
4316.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nankokuvirus,,Nankokuvirus Ab03,E,Pseudomonas phage vB_PaeM_PAO1_Ab03,,,LN610573,NC_026587,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_026587
4317.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nankokuvirus,,Nankokuvirus G1,E,Pseudomonas phage vB_PaeM_G1,,,KY994101,NC_041968,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041968
4318.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nankokuvirus,,Nankokuvirus KPP10,E,Pseudomonas phage KPP10,,,AB472900,NC_015272,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015272
4319.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nankokuvirus,,Nankokuvirus PAKP3,E,Pseudomonas phage PAK_P3,,,KC862299,NC_022970,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022970
4320.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nankokuvirus,,Nankokuvirus PS24,E,Pseudomonas phage vB_PaeM_PS24,,,KM434186,NC_028882,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028882
4321.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Neferthenavirus,,Neferthenavirus neferthena,E,Microbacterium phage Neferthena,,,MH697589,NC_048038,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048038
4322.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nesevirus,,Nesevirus ev243,E,Escherichia phage ev243,,,LR597639,NC_049955,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049955
4323.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nesevirus,,Nesevirus nv2G7b,E,Escherichia phage 2G7b,,,LR595866,NC_049954,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049954
4324.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P078,E,Lactococcus phage P078,,,KJ489010,NC_024215,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024215
4325.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P092,E,Lactococcus phage P092,,,KJ489011,NC_024203,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024203
4326.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P118,E,Lactococcus phage P118,,,KJ489012,NC_024208,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024208
4327.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P162,E,Lactococcus phage P162,,,KJ489013,NC_024214,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024214
4328.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nickievirus,,Nickievirus nickie,E,Pseudomonas phage nickie,,,MG018927,NC_042091,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042091
4330.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nonanavirus,,Nonanavirus nv9NA,E,Salmonella phage 9NA,,,KJ802832,NC_025443,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_025443
4334.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nyceiraevirus,,Nyceiraevirus nyceirae,E,Gordonia phage Nyceirae,,,KX557282,NC_031004,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_031004
4335.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nylescharonvirus,,Nylescharonvirus LE3,E,Leptospira phage LE3,,,MF974396,NC_048678,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048678
4336.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nylescharonvirus,,Nylescharonvirus LE4,E,Leptospira phage LE4,,,MF974397,NC_048679,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048679
4337.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus AB1,E,Acinetobacter phage AB1,,,HM368260,NC_042028,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042028
4338.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus AB2,E,Acinetobacter phage vB_AbaM-IME-AB2,,,JX976549,NC_041857,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041857
4339.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus AbC62,E,Acinetobacter phage YMC-13-01-C62,,,KJ817802,NC_024785,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_024785
4340.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus AbP2,E,Acinetobacter phage AbP2,,,MF346584,NC_041998,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041998
4341.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus AP22,E,Acinetobacter phage AP22,,,HE806280,NC_017984,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_017984
4342.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus LZ35,E,Acinetobacter phage LZ35,,,KU510289,NC_031117,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_031117
4343.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus WCHABP1,E,Acinetobacter phage WCHABP1,,,KY829116,NC_041966,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041966
4344.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus WCHABP12,E,Acinetobacter phage WCHABP12,,,KY670595,NC_041924,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041924
4345.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oengusvirus,,Oengusvirus oengus,E,Faecalibacterium phage FP_Oengus,,,MG711463,NC_047916,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047916
4346.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus baka,E,Mycobacterium phage Baka,,,JF937090,NC_042316,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042316
4347.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus courthouse,E,Mycobacterium phage Courthouse,,,JN698997,NC_023690,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023690
4348.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus littlee,E,Mycobacterium phage LittleE,,,JF937101,NC_042322,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042322
4349.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus omega,E,Mycobacterium phage Omega,,,AY129338,NC_004688,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_004688
4350.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus optimus,E,Mycobacterium phage Optimus,,,JF957059,NC_041844,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041844
4351.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus thibault,E,Mycobacterium phage Thibault,,,JN201525,NC_023738,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023738
4352.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oneupvirus,,Oneupvirus brutongaster,E,Gordonia phage BrutonGaster,,,MK524501,NC_048169,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048169
4353.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oneupvirus,,Oneupvirus oneup,E,Gordonia phage OneUp,,,KU998245,NC_030917,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_030917
4355.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Orchidvirus,,Orchidvirus orchid,E,Gordonia phage Orchid,,,KU998253,NC_030915,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_030915
4357.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oshimavirus,,Oshimavirus P2345,E,Thermus phage P23-45,,,EU100883,NC_009803,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009803
4358.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oshimavirus,,Oshimavirus P7426,E,Thermus phage P74-26,,,EU100884,NC_009804,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009804
4361.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Paclarkvirus,,Paclarkvirus ARI04684,E,Streptococcus phage phiARI0468-4,,,KT337358,NC_031915,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_031915
4362.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Paclarkvirus,,Paclarkvirus BHN167,E,Streptococcus phage phiBHN167,,,HF563658,NC_022791,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022791
4371.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Paclarkvirus,,Paclarkvirus MM1,E,Streptococcus pneumonia bacteriophage MM1,,,AJ302074,NC_003050,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_003050
4373.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus page,E,Bacillus phage Page,,,KF669655,NC_022764,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022764
4374.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus palmer,E,Bacillus phage Palmer,,,KP411017,NC_028926,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028926
4375.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus pascal,E,Bacillus phage Pascal,,,KM236247,NC_027372,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027372
4376.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus pony,E,Bacillus phage Pony,,,KF669660,NC_022770,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022770
4377.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus pookie,E,Bacillus phage Pookie,,,KM236248,NC_027394,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027394
4378.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus ATCC29399BC,E,Propionibacterium phage ATCC29399B_C,,,JX262225,NC_018851,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018851
4379.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus ATCC29399BT,E,Propionibacterium phage ATCC29399B_T,,,JX262224,NC_018847,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018847
4380.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus attacne,E,Propionibacterium phage Attacne,,,KR337651,NC_027629,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027629
4381.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus keiki,E,Propionibacterium phage Keiki,,,KR337649,NC_041954,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041954
4382.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus kubed,E,Propionibacterium phage Kubed,,,KR337645,NC_027625,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027625
4383.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus lauchelly,E,Propionibacterium phage Lauchelly,,,KR337650,NC_027628,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027628
4384.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus mrAK,E,Propionibacterium phage MrAK,,,KR337643,NC_027620,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027620
4385.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus ouroboros,E,Propionibacterium phage Ouroboros,,,KR337654,NC_027630,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027630
4386.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P11,E,Propionibacterium phage P1.1,,,JX262223,NC_018842,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018842
4387.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P91,E,Propionibacterium phage P9.1,,,JX262215,NC_018834,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018834
4388.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P105,E,Propionibacterium phage P105,,,JX262219,NC_018849,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018849
4389.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P144,E,Propionibacterium phage P14.4,,,JX262216,NC_018839,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018839
4390.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P1001,E,Propionibacterium phage P100_1,,,JX262222,NC_018840,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018840
4391.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P100A,E,Propionibacterium phage P100_A,,,JX262221,NC_018838,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018838
4392.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P100D,E,Propionibacterium phage P100D,,,JX262220,NC_018852,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018852
4393.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P101A,E,Propionibacterium phage P101A,,,JX262217,NC_018841,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018841
4394.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus P104A,E,Propionibacterium phage P104A,,,JX262218,NC_018845,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_018845
4395.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PA6,E,Propionibacterium phage PA6,,,DQ431235,NC_009541,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009541
4396.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus pacnes201215,E,Propionibacterium phage Pacnes 2012-15,,,KJ722067,NC_027371,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027371
4397.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PAD20,E,Propionibacterium phage PAD20,,,FJ706171,NC_015454,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015454
4398.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PAS50,E,Propionibacterium phage PAS50,,,FJ706172,NC_015453,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015453
4399.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL009M11,E,Propionibacterium phage PHL009M11,,,KJ578758,NC_027336,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027336
4400.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL025M00,E,Propionibacterium phage PHL025M00,,,KJ578759,NC_027357,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027357
4401.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL037M02,E,Propionibacterium phage PHL037M02,,,JX570706,NC_022339,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022339
4402.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL041M10,E,Propionibacterium phage PHL041M10,,,KJ578761,NC_027391,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027391
4403.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL060L00,E,Propionibacterium phage PHL060L00,,,JX570705,NC_022338,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022338
4404.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL067M01,E,Propionibacterium phage PHL067M01,,,KJ578765,NC_027380,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027380
4405.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL070N00,E,Propionibacterium phage PHL070N00,,,KJ578767,NC_027333,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027333
